EVM0000277.1,Gene277.1,,
EVM0000280.1,Gene280.1,,
EVM0000281.1,Gene281.1,,
EVM0000282.1,Gene282.1,,
EVM0000283.1,Gene283.1,,
EVM0000284.1,Gene284.1,,
EVM0000285.1,Gene285.1,,
EVM0000286.1,Gene286.1,,
EVM0000287.1,Gene287.1,,
EVM0000288.1,Gene288.1,,
EVM0000289.1,Gene289.1,,
EVM0000290.1,Gene290.1,,
EVM0000291.1,Gene291.1,,
EVM0000292.1,Gene292.1,,
EVM0000293.1,Gene293.1,,
EVM0000294.1,Gene294.1,,
EVM0000296.1,Gene296.1,,
EVM0000297.1,Gene297.1,,
EVM0000298.1,Gene298.1,,
EVM0000299.1,Gene299.1,,
EVM0000300.1,Gene300.1,,
EVM0000301.1,Gene301.1,,
EVM0000302.1,Gene302.1,,
EVM0000303.1,Gene303.1,,
EVM0000304.1,Gene304.1,,
EVM0000305.2,Gene305.2,,
EVM0000306.1,Gene306.1,,
EVM0000307.1,Gene307.1,,
EVM0000308.1,Gene308.1,,
EVM0000309.1,Gene309.1,,
EVM0000310.1,Gene310.1,,
EVM0000311.1,Gene311.1,,
EVM0000312.2,Gene312.2,,
EVM0000313.1,Gene313.1,,
EVM0000314.1,Gene314.1,,
EVM0000315.1,Gene315.1,,
EVM0000316.1,Gene316.1,,
EVM0000317.1,Gene317.1,,
EVM0000318.1,Gene318.1,,
EVM0000319.1,Gene319.1,,
EVM0000320.1,Gene320.1,,
EVM0000321.1,Gene321.1,,
EVM0000322.1,Gene322.1,,
EVM0000323.1,Gene323.1,,
EVM0000325.1,Gene325.1,,
EVM0000326.1,Gene326.1,,
EVM0000327.1,Gene327.1,,
EVM0000328.1,Gene328.1,,
EVM0000329.1,Gene329.1,,
EVM0000330.1,Gene330.1,,
EVM0000331.1,Gene331.1,,
EVM0000332.1,Gene332.1,,
EVM0000333.1,Gene333.1,,
EVM0000334.1,Gene334.1,,
EVM0000335.1,Gene335.1,,
EVM0000336.1,Gene336.1,,
EVM0000337.1,Gene337.1,,
EVM0000338.1,Gene338.1,,
EVM0000339.1,Gene339.1,,
EVM0000340.1,Gene340.1,,
EVM0000341.2,Gene341.2,,
EVM0000342.1,Gene342.1,,
EVM0000344.1,Gene344.1,,
EVM0000345.1,Gene345.1,,
EVM0000346.1,Gene346.1,,
EVM0000347.1,Gene347.1,,
EVM0000348.1,Gene348.1,,
EVM0000349.1,Gene349.1,,
EVM0000350.1,Gene350.1,,
EVM0000351.1,Gene351.1,,
EVM0000352.1,Gene352.1,,
EVM0000353.1,Gene353.1,,
EVM0000354.1,Gene354.1,,
EVM0000356.1,Gene356.1,,
EVM0000358.1,Gene358.1,,
EVM0000359.1,Gene359.1,,
EVM0000360.1,Gene360.1,,
EVM0000361.2,Gene361.2,,
EVM0000362.1,Gene362.1,,
EVM0000363.1,Gene363.1,,
EVM0000364.1,Gene364.1,,
EVM0000365.1,Gene365.1,,
EVM0000366.1,Gene366.1,,
EVM0000367.1,Gene367.1,,
EVM0000368.1,Gene368.1,,
EVM0000369.1,Gene369.1,,
EVM0000370.1,Gene370.1,,
EVM0000371.1,Gene371.1,,
EVM0000372.1,Gene372.1,,
EVM0000373.1,Gene373.1,,
EVM0000375.1,Gene375.1,,
EVM0000376.1,Gene376.1,,
EVM0000377.1,Gene377.1,,
EVM0000379.1,Gene379.1,,
EVM0000380.1,Gene380.1,,
EVM0000381.1,Gene381.1,,
EVM0000382.1,Gene382.1,,
EVM0000383.1,Gene383.1,,
EVM0000384.1,Gene384.1,,
EVM0000385.2,Gene385.2,,
EVM0000386.1,Gene386.1,,
EVM0000387.1,Gene387.1,,
EVM0000388.1,Gene388.1,,
EVM0000389.1,Gene389.1,,
EVM0000390.1,Gene390.1,,
EVM0000391.1,Gene391.1,,
EVM0000392.1,Gene392.1,,
EVM0000393.1,Gene393.1,,
EVM0000394.1,Gene394.1,,
EVM0000395.1,Gene395.1,,
EVM0000396.1,Gene396.1,,
EVM0000398.1,Gene398.1,,
EVM0000399.1,Gene399.1,,
EVM0000400.2,Gene400.2,,
EVM0000401.1,Gene401.1,,
EVM0000402.1,Gene402.1,,
EVM0000403.1,Gene403.1,,
EVM0000404.1,Gene404.1,,
EVM0000405.1,Gene405.1,,
EVM0000406.1,Gene406.1,,
EVM0000407.1,Gene407.1,,
EVM0000408.1,Gene408.1,,
EVM0000409.1,Gene409.1,,
EVM0000410.1,Gene410.1,,
EVM0000411.1,Gene411.1,,
EVM0000412.1,Gene412.1,,
EVM0000413.1,Gene413.1,,
EVM0000414.1,Gene414.1,,
EVM0000415.1,Gene415.1,,
EVM0000416.1,Gene416.1,,
EVM0000417.1,Gene417.1,,
EVM0000418.1,Gene418.1,,
EVM0000419.1,Gene419.1,,
EVM0000420.2,Gene420.2,,
EVM0000421.1,Gene421.1,,
EVM0000422.1,Gene422.1,,
EVM0000423.1,Gene423.1,,
EVM0000424.1,Gene424.1,,
EVM0000426.2,Gene426.2,,
EVM0000427.1,Gene427.1,,
EVM0000428.1,Gene428.1,,
EVM0000429.2,Gene429.2,,
EVM0000430.1,Gene430.1,,
EVM0000431.1,Gene431.1,,
EVM0000432.1,Gene432.1,,
EVM0000433.1,Gene433.1,,
EVM0000434.1,Gene434.1,,
EVM0000436.1,Gene436.1,,
EVM0000437.1,Gene437.1,,
EVM0000438.1,Gene438.1,,
EVM0000440.1,Gene440.1,,
EVM0000441.1,Gene441.1,,
EVM0000442.1,Gene442.1,,
EVM0000444.1,Gene444.1,,
EVM0000445.1,Gene445.1,,
EVM0000446.1,Gene446.1,,
EVM0000447.1,Gene447.1,,
EVM0000448.1,Gene448.1,,
EVM0000449.1,Gene449.1,,
EVM0000450.1,Gene450.1,,
EVM0000451.1,Gene451.1,,
EVM0000453.1,Gene453.1,,
EVM0000454.1,Gene454.1,,
EVM0000455.1,Gene455.1,,
EVM0000456.1,Gene456.1,,
EVM0000457.1,Gene457.1,,
EVM0000459.1,Gene459.1,,
EVM0000460.1,Gene460.1,,
EVM0000461.1,Gene461.1,,
EVM0000462.1,Gene462.1,,
EVM0000463.1,Gene463.1,,
EVM0000464.1,Gene464.1,,
EVM0000465.1,Gene465.1,,
EVM0000466.1,Gene466.1,,
EVM0000467.1,Gene467.1,,
EVM0000468.1,Gene468.1,,
EVM0000469.1,Gene469.1,,
EVM0000470.1,Gene470.1,,
EVM0000471.1,Gene471.1,,
EVM0000472.1,Gene472.1,,
EVM0000473.1,Gene473.1,,
EVM0000476.1,Gene476.1,,
EVM0000478.1,Gene478.1,,
EVM0000479.1,Gene479.1,,
EVM0000480.3,Gene480.3,,
EVM0000481.1,Gene481.1,,
EVM0000482.1,Gene482.1,,
EVM0000483.1,Gene483.1,,
EVM0000484.1,Gene484.1,,
EVM0000485.1,Gene485.1,,
EVM0000486.1,Gene486.1,,
EVM0000487.1,Gene487.1,,
EVM0000488.1,Gene488.1,,
EVM0000489.1,Gene489.1,,
EVM0000490.1,Gene490.1,,
EVM0000491.1,Gene491.1,,
EVM0000492.1,Gene492.1,,
EVM0000493.1,Gene493.1,,
EVM0000494.1,Gene494.1,,
EVM0000495.1,Gene495.1,,
EVM0000496.1,Gene496.1,,
EVM0000497.1,Gene497.1,,
EVM0000498.1,Gene498.1,,
EVM0000499.3,Gene499.3,,
EVM0000500.1,Gene500.1,,
EVM0000501.1,Gene501.1,,
EVM0000502.1,Gene502.1,,
EVM0000503.1,Gene503.1,,
EVM0000504.1,Gene504.1,,
EVM0000505.1,Gene505.1,,
EVM0000506.1,Gene506.1,,
EVM0000507.1,Gene507.1,,
EVM0000508.1,Gene508.1,,
EVM0000509.1,Gene509.1,,
EVM0000510.1,Gene510.1,,
EVM0000511.1,Gene511.1,,
EVM0000513.1,Gene513.1,,
EVM0000514.1,Gene514.1,,
EVM0000515.1,Gene515.1,,
EVM0000516.1,Gene516.1,,
EVM0000517.1,Gene517.1,,
EVM0000518.1,Gene518.1,,
EVM0000519.1,Gene519.1,,
EVM0000520.1,Gene520.1,,
EVM0000521.1,Gene521.1,,
EVM0000522.1,Gene522.1,,
EVM0000523.1,Gene523.1,,
EVM0000525.1,Gene525.1,,
EVM0000526.1,Gene526.1,,
EVM0000527.1,Gene527.1,,
EVM0000528.1,Gene528.1,,
EVM0000529.1,Gene529.1,,
EVM0000530.1,Gene530.1,,
EVM0000531.1,Gene531.1,,
EVM0000532.1,Gene532.1,,
EVM0000533.1,Gene533.1,,
EVM0000534.1,Gene534.1,,
EVM0000535.1,Gene535.1,,
EVM0000536.1,Gene536.1,,
EVM0000537.1,Gene537.1,,
EVM0000538.1,Gene538.1,,
EVM0000539.1,Gene539.1,,
EVM0000540.1,Gene540.1,,
EVM0000541.3,Gene541.3,,
EVM0000542.1,Gene542.1,,
EVM0000543.1,Gene543.1,,
EVM0000544.2,Gene544.2,,
EVM0000546.1,Gene546.1,,
EVM0000547.1,Gene547.1,,
EVM0000548.1,Gene548.1,,
EVM0000549.1,Gene549.1,,
EVM0000550.1,Gene550.1,,
EVM0000551.1,Gene551.1,,
EVM0000552.1,Gene552.1,,
EVM0000553.1,Gene553.1,,
EVM0000554.1,Gene554.1,,
EVM0000555.1,Gene555.1,,
EVM0000556.1,Gene556.1,,
EVM0000557.2,Gene557.2,,
EVM0000558.1,Gene558.1,,
EVM0000560.1,Gene560.1,,
EVM0000561.2,Gene561.2,,
EVM0000562.1,Gene562.1,,
EVM0000563.1,Gene563.1,,
EVM0000564.3,Gene564.3,,
EVM0000565.1,Gene565.1,,
EVM0000566.2,Gene566.2,,
EVM0000567.1,Gene567.1,,
EVM0000569.1,Gene569.1,,
EVM0000570.1,Gene570.1,,
EVM0000571.1,Gene571.1,,
EVM0000573.1,Gene573.1,,
EVM0000574.1,Gene574.1,,
EVM0000575.1,Gene575.1,,
EVM0000576.1,Gene576.1,,
EVM0000577.1,Gene577.1,,
EVM0000578.1,Gene578.1,,
EVM0000579.1,Gene579.1,,
EVM0000580.1,Gene580.1,,
EVM0000581.1,Gene581.1,,
EVM0000582.1,Gene582.1,,
EVM0000583.1,Gene583.1,,
EVM0000584.1,Gene584.1,,
EVM0000585.1,Gene585.1,,
EVM0000586.1,Gene586.1,,
EVM0000587.1,Gene587.1,,
EVM0000588.1,Gene588.1,,
EVM0000589.1,Gene589.1,,
EVM0000590.1,Gene590.1,,
EVM0000591.1,Gene591.1,,
EVM0000592.1,Gene592.1,,
EVM0000593.1,Gene593.1,,
EVM0000595.1,Gene595.1,,
EVM0000596.1,Gene596.1,,
EVM0000597.1,Gene597.1,,
EVM0000598.1,Gene598.1,,
EVM0000599.1,Gene599.1,,
EVM0000600.1,Gene600.1,,
EVM0000602.1,Gene602.1,,
EVM0000604.1,Gene604.1,,
EVM0000605.1,Gene605.1,,
EVM0000606.1,Gene606.1,,
EVM0000607.1,Gene607.1,,
EVM0000608.1,Gene608.1,,
EVM0000609.3,Gene609.3,,
EVM0000610.1,Gene610.1,,
EVM0000611.1,Gene611.1,,
EVM0000612.1,Gene612.1,,
EVM0000613.1,Gene613.1,,
EVM0000614.1,Gene614.1,,
EVM0000615.1,Gene615.1,,
EVM0000616.1,Gene616.1,,
EVM0000617.1,Gene617.1,,
EVM0000618.1,Gene618.1,,
EVM0000619.1,Gene619.1,,
EVM0000620.1,Gene620.1,,
EVM0000621.1,Gene621.1,,
EVM0000622.1,Gene622.1,,
EVM0000623.1,Gene623.1,,
EVM0000624.1,Gene624.1,,
EVM0000625.1,Gene625.1,,
EVM0000626.3,Gene626.3,,
EVM0000627.1,Gene627.1,,
EVM0000628.1,Gene628.1,,
EVM0000629.1,Gene629.1,,
EVM0000630.1,Gene630.1,,
EVM0000631.1,Gene631.1,,
EVM0000632.1,Gene632.1,,
EVM0000634.1,Gene634.1,,
EVM0000635.1,Gene635.1,,
EVM0000636.2,Gene636.2,,
EVM0000637.1,Gene637.1,,
EVM0000638.2,Gene638.2,,
EVM0000639.1,Gene639.1,,
EVM0000640.1,Gene640.1,,
EVM0000641.1,Gene641.1,,
EVM0000642.1,Gene642.1,,
EVM0000643.2,Gene643.2,,
EVM0000644.1,Gene644.1,,
EVM0000645.1,Gene645.1,,
EVM0000646.1,Gene646.1,,
EVM0000647.1,Gene647.1,,
EVM0000648.1,Gene648.1,,
EVM0000649.4,Gene649.4,,
EVM0000650.1,Gene650.1,,
EVM0000651.1,Gene651.1,,
EVM0000652.1,Gene652.1,,
EVM0000653.1,Gene653.1,,
EVM0000654.1,Gene654.1,,
EVM0000655.1,Gene655.1,,
EVM0000656.1,Gene656.1,,
EVM0000657.1,Gene657.1,,
EVM0000658.1,Gene658.1,,
EVM0000659.1,Gene659.1,,
EVM0000660.1,Gene660.1,,
EVM0000661.1,Gene661.1,,
EVM0000662.1,Gene662.1,,
EVM0000663.1,Gene663.1,,
EVM0000664.1,Gene664.1,,
EVM0000665.1,Gene665.1,,
EVM0000666.1,Gene666.1,,
EVM0000667.1,Gene667.1,,
EVM0000668.2,Gene668.2,,
EVM0000669.1,Gene669.1,,
EVM0000670.1,Gene670.1,,
EVM0000671.1,Gene671.1,,
EVM0000672.1,Gene672.1,,
EVM0000674.1,Gene674.1,,
EVM0000675.2,Gene675.2,,
EVM0000676.1,Gene676.1,,
EVM0000677.1,Gene677.1,,
EVM0000678.1,Gene678.1,,
EVM0000679.1,Gene679.1,,
EVM0000680.1,Gene680.1,,
EVM0000683.1,Gene683.1,,
EVM0000684.1,Gene684.1,,
EVM0000685.1,Gene685.1,,
EVM0000686.1,Gene686.1,,
EVM0000689.1,Gene689.1,,
EVM0000690.1,Gene690.1,,
EVM0000691.3,Gene691.3,,
EVM0000692.1,Gene692.1,,
EVM0000693.1,Gene693.1,,
EVM0000694.1,Gene694.1,,
EVM0000695.1,Gene695.1,,
EVM0000697.1,Gene697.1,,
EVM0000698.1,Gene698.1,,
EVM0000699.1,Gene699.1,,
EVM0000700.1,Gene700.1,,
EVM0000701.2,Gene701.2,,
EVM0000702.1,Gene702.1,,
EVM0000703.1,Gene703.1,,
EVM0000704.1,Gene704.1,,
EVM0000705.1,Gene705.1,,
EVM0000706.1,Gene706.1,,
EVM0000707.1,Gene707.1,,
EVM0000708.1,Gene708.1,,
EVM0000709.1,Gene709.1,,
EVM0000711.1,Gene711.1,,
EVM0000712.1,Gene712.1,,
EVM0000713.1,Gene713.1,,
EVM0000714.1,Gene714.1,,
EVM0000715.1,Gene715.1,,
EVM0000716.1,Gene716.1,,
EVM0000717.1,Gene717.1,,
EVM0000718.1,Gene718.1,,
EVM0000719.1,Gene719.1,,
EVM0000720.1,Gene720.1,,
EVM0000721.1,Gene721.1,,
EVM0000722.2,Gene722.2,,
EVM0000723.1,Gene723.1,,
EVM0000724.2,Gene724.2,,
EVM0000725.1,Gene725.1,,
EVM0000726.1,Gene726.1,,
EVM0000727.1,Gene727.1,,
EVM0000729.1,Gene729.1,,
EVM0000730.1,Gene730.1,,
EVM0000731.1,Gene731.1,,
EVM0000732.1,Gene732.1,,
EVM0000733.1,Gene733.1,,
EVM0000734.4,Gene734.4,,
EVM0000735.1,Gene735.1,,
EVM0000736.1,Gene736.1,,
EVM0000737.1,Gene737.1,,
EVM0000738.1,Gene738.1,,
EVM0000739.1,Gene739.1,,
EVM0000740.1,Gene740.1,,
EVM0000741.1,Gene741.1,,
EVM0000742.1,Gene742.1,,
EVM0000743.2,Gene743.2,,
EVM0000744.1,Gene744.1,,
EVM0000746.1,Gene746.1,,
EVM0000747.1,Gene747.1,,
EVM0000748.1,Gene748.1,,
EVM0000749.1,Gene749.1,,
EVM0000750.1,Gene750.1,,
EVM0000751.1,Gene751.1,,
EVM0000752.1,Gene752.1,,
EVM0000754.1,Gene754.1,,
EVM0000756.1,Gene756.1,,
EVM0000757.1,Gene757.1,,
EVM0000758.1,Gene758.1,,
EVM0000759.3,Gene759.3,,
EVM0000761.1,Gene761.1,,
EVM0000762.1,Gene762.1,,
EVM0000764.1,Gene764.1,,
EVM0000765.1,Gene765.1,,
EVM0000766.1,Gene766.1,,
EVM0000767.1,Gene767.1,,
EVM0000768.1,Gene768.1,,
EVM0000769.1,Gene769.1,,
EVM0000770.1,Gene770.1,,
EVM0000771.1,Gene771.1,,
EVM0000772.1,Gene772.1,,
EVM0000773.1,Gene773.1,,
EVM0000774.1,Gene774.1,,
EVM0000775.1,Gene775.1,,
EVM0000776.1,Gene776.1,,
EVM0000777.2,Gene777.2,,
EVM0000778.1,Gene778.1,,
EVM0000779.1,Gene779.1,,
EVM0000780.1,Gene780.1,,
EVM0000781.1,Gene781.1,,
EVM0000782.1,Gene782.1,,
EVM0000783.1,Gene783.1,,
EVM0000784.1,Gene784.1,,
EVM0000785.1,Gene785.1,,
EVM0000786.1,Gene786.1,,
EVM0000787.1,Gene787.1,,
EVM0000788.1,Gene788.1,,
EVM0000789.1,Gene789.1,,
EVM0000790.1,Gene790.1,,
EVM0000791.1,Gene791.1,,
EVM0000794.1,Gene794.1,,
EVM0000795.1,Gene795.1,,
EVM0000796.1,Gene796.1,,
EVM0000797.1,Gene797.1,,
EVM0000798.1,Gene798.1,,
EVM0000799.1,Gene799.1,,
EVM0000800.1,Gene800.1,,
EVM0000801.1,Gene801.1,,
EVM0000802.1,Gene802.1,,
EVM0000803.1,Gene803.1,,
EVM0000804.1,Gene804.1,,
EVM0000805.1,Gene805.1,,
EVM0000806.2,Gene806.2,,
EVM0000807.1,Gene807.1,,
EVM0000808.1,Gene808.1,,
EVM0000809.1,Gene809.1,,
EVM0000810.1,Gene810.1,,
EVM0000812.1,Gene812.1,,
EVM0000813.1,Gene813.1,,
EVM0000814.1,Gene814.1,,
EVM0000816.1,Gene816.1,,
EVM0000818.1,Gene818.1,,
EVM0000819.1,Gene819.1,,
EVM0000820.1,Gene820.1,,
EVM0000821.1,Gene821.1,,
EVM0000822.1,Gene822.1,,
EVM0000823.1,Gene823.1,,
EVM0000824.1,Gene824.1,,
EVM0000825.1,Gene825.1,,
EVM0000826.1,Gene826.1,,
EVM0000827.1,Gene827.1,,
EVM0000828.1,Gene828.1,,
EVM0000829.1,Gene829.1,,
EVM0000830.1,Gene830.1,,
EVM0000831.1,Gene831.1,,
EVM0000832.1,Gene832.1,,
EVM0000833.1,Gene833.1,,
EVM0000834.1,Gene834.1,,
EVM0000835.1,Gene835.1,,
EVM0000836.1,Gene836.1,,
EVM0000837.1,Gene837.1,,
EVM0000838.1,Gene838.1,,
EVM0000839.1,Gene839.1,,
EVM0000840.1,Gene840.1,,
EVM0000841.1,Gene841.1,,
EVM0000842.1,Gene842.1,,
